nhgis0003_ds215_20155_2015_zcta,,
GISJOIN,NAME_E,ADNKE001
GIS Join Match Code,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2015 inflation-adjusted dollars)
G78629,78629,43369
G78631,78631,44337
G78632,78632,46583
G78633,78633,73202
G78634,78634,75317
G78635,78635,
G78636,78636,57230
G78638,78638,46941
G78639,78639,42377
G78640,78640,65464
G78641,78641,77052
G78642,78642,74688
G78643,78643,47750
G78644,78644,50481
G78645,78645,71076
G78648,78648,43876
G78650,78650,55192
G78652,78652,73194
G78653,78653,62198
G78654,78654,47914
G78655,78655,45543
G78656,78656,39172
G78657,78657,72986
G78659,78659,67208
G78660,78660,76368
G78661,78661,49250
G78662,78662,77603
G78663,78663,73019
G78664,78664,62446
G78665,78665,85990
G78666,78666,34240
G78669,78669,77396
G78670,78670,42386
G78671,78671,
G78672,78672,38155
G78675,78675,
G78676,78676,68119
G78677,78677,55982
G78681,78681,96100
G78701,78701,96455
G78702,78702,41016
G78703,78703,88163
G78704,78704,58601
G78705,78705,12385
G78712,78712,
G78717,78717,100364
G78719,78719,41111
G78721,78721,37234
G78722,78722,64929
G78723,78723,42433
G78724,78724,39350
G78725,78725,58707
G78726,78726,70664
G78727,78727,72953
G78728,78728,53510
G78729,78729,65279
G78730,78730,105022
G78731,78731,82892
G78732,78732,132980
G78733,78733,130964
G78734,78734,95539
G78735,78735,89245
G78736,78736,92581
G78737,78737,127934
G78738,78738,128160
G78739,78739,132026
G78741,78741,31657
G78742,78742,37375
G78744,78744,42440
G78745,78745,55365
G78746,78746,128184
G78747,78747,67313
G78748,78748,70141
G78749,78749,89713
G78750,78750,76285
G78751,78751,45726
G78752,78752,38841
G78753,78753,40376
G78754,78754,53962
G78756,78756,64978
G78757,78757,61497
G78758,78758,43979
G78759,78759,71647
G78801,78801,38678
G78802,78802,
G78827,78827,25391
G78828,78828,
G78829,78829,11075
G78830,78830,25568
G78832,78832,38281
G78833,78833,31250
G78834,78834,38872
G78836,78836,
G78837,78837,23750
G78838,78838,40774
G78839,78839,27955
G78840,78840,42291
G78843,78843,
G78850,78850,45294
G78851,78851,
G78852,78852,33756
G78860,78860,
G78861,78861,49137
G78870,78870,36989
G78871,78871,
G78872,78872,32143
G78873,78873,36958
G78877,78877,
G78879,78879,36282
G78880,78880,44306
G78881,78881,36399
G78883,78883,43304
G78884,78884,53405
G78885,78885,94063
G78886,78886,87045
G78931,78931,70313
G78932,78932,58203
G78933,78933,53015
G78934,78934,42049
G78935,78935,73000
G78938,78938,50227
G78940,78940,44271
G78941,78941,41147
G78942,78942,54525
G78943,78943,35156
G78944,78944,58482
G78945,78945,51801
G78946,78946,37902
G78947,78947,55679
G78948,78948,56654
G78949,78949,87054
G78950,78950,48640
G78951,78951,
G78953,78953,44809
G78954,78954,41007
G78956,78956,39851
G78957,78957,42171
G78959,78959,44375
G78962,78962,61222
G78963,78963,58702
G79001,79001,48036
G79003,79003,65893
G79005,79005,70682
G79007,79007,46622
G79009,79009,36076
G79010,79010,67813
G79011,79011,80500
G79012,79012,117240
G79013,79013,40000
G79014,79014,62094
G79015,79015,56303
G79016,79016,
G79018,79018,37321
G79019,79019,61205
G79021,79021,30625
G79022,79022,49206
G79024,79024,59500
G79025,79025,18056
G79027,79027,36913
G79029,79029,51081
G79031,79031,45682
G79032,79032,71023
G79033,79033,153646
G79034,79034,62011
G79035,79035,50123
G79036,79036,55722
G79039,79039,56250
G79040,79040,46786
G79041,79041,40436
G79042,79042,45833
G79043,79043,39306
G79044,79044,46000
G79045,79045,43712
G79046,79046,53864
G79051,79051,
G79052,79052,53929
G79053,79053,60938
G79054,79054,46250
G79056,79056,57188
G79057,79057,53229
G79058,79058,
G79059,79059,62115
G79061,79061,60096
G79062,79062,64688
G79063,79063,52206
G79064,79064,35000
G79065,79065,43243
G79068,79068,73148
G79070,79070,51312
G79072,79072,43140
G79078,79078,58125
G79079,79079,43488
G79080,79080,56528
G79081,79081,40795
G79082,79082,45208
G79083,79083,47167
G79084,79084,50694
G79085,79085,
G79086,79086,50603
G79087,79087,55875
G79088,79088,35244
G79091,79091,52583
G79092,79092,50078
G79093,79093,75417
G79094,79094,56667
G79095,79095,41641
G79096,79096,56125
G79097,79097,68889
G79098,79098,68250
G79101,79101,21500
G79102,79102,41760
G79103,79103,42973
G79104,79104,30071
G79105,79105,
G79106,79106,39552
G79107,79107,32648
G79108,79108,47090
G79109,79109,56127
G79110,79110,51674
G79111,79111,58625
G79118,79118,65837
G79119,79119,82406
G79121,79121,77551
G79124,79124,83320
G79201,79201,36869
G79220,79220,35625
G79225,79225,48125
G79226,79226,35491
G79227,79227,37159
G79229,79229,42083
G79230,79230,26339
G79231,79231,
G79233,79233,
G79234,79234,
G79235,79235,40217
G79236,79236,64000
G79237,79237,38229
G79239,79239,37500
G79240,79240,
G79241,79241,41905
G79243,79243,53125
G79244,79244,31181
G79245,79245,30653
G79247,79247,41250
G79248,79248,33929
G79250,79250,45163
G79251,79251,
G79252,79252,35179
G79255,79255,34375
G79256,79256,32500
G79257,79257,44625
G79258,79258,
G79259,79259,30625
G79261,79261,30938
G79311,79311,51745
G79312,79312,44453
G79313,79313,46188
G79314,79314,
G79316,79316,36453
G79322,79322,36118
G79323,79323,60407
G79324,79324,
G79325,79325,47813
G79326,79326,
G79329,79329,64808
G79330,79330,250001
G79331,79331,40615
G79336,79336,51081
G79339,79339,37821
G79342,79342,52500
G79343,79343,38750
G79344,79344,
G79345,79345,56583
G79346,79346,35714
G79347,79347,40051
G79350,79350,41055
G79351,79351,34097
G79353,79353,
G79355,79355,54886
G79356,79356,47823
G79357,79357,37896
G79358,79358,50972
G79359,79359,53333
G79360,79360,57875
G79363,79363,59545
G79364,79364,45514
G79366,79366,96389
G79367,79367,42375
G79369,79369,43958
G79370,79370,37639
G79371,79371,43750
G79372,79372,52143
G79373,79373,41250
G79376,79376,
G79377,79377,67917
G79378,79378,43214
G79379,79379,51964
G79380,79380,41750
G79381,79381,42007
G79382,79382,65094
G79401,79401,15463
G79403,79403,33385
G79404,79404,31667
G79406,79406,
G79407,79407,43131
G79410,79410,36431
G79411,79411,28553
G79412,79412,34090
G79413,79413,48479
G79414,79414,37758
G79415,79415,27392
G79416,79416,45749
G79423,79423,58818
G79424,79424,77171
G79501,79501,46833
G79502,79502,40521
G79503,79503,58860
G79504,79504,43438
G79505,79505,37308
G79506,79506,43036
G79508,79508,90521
G79510,79510,40065
G79511,79511,70417
G79512,79512,50391
G79517,79517,80833
G79518,79518,68000
G79519,79519,83409
G79520,79520,41685
G79521,79521,41813
G79525,79525,40802
G79526,79526,78125
G79527,79527,51354
G79528,79528,45326
G79529,79529,45313
G79530,79530,53500
G79532,79532,32328
G79533,79533,43750
G79534,79534,19000
G79535,79535,43750
G79536,79536,41719
G79537,79537,41528
G79538,79538,33438
G79539,79539,26719
G79540,79540,41838
G79541,79541,65000
G79543,79543,41875
G79544,79544,40789
G79545,79545,52738
G79546,79546,36648
G79547,79547,33750
G79548,79548,40156
G79549,79549,55625
G79553,79553,39375
G79556,79556,36764
G79560,79560,46250
G79561,79561,48125
G79562,79562,75297
G79563,79563,34167
G79565,79565,61500
G79566,79566,
G79567,79567,39841
G79601,79601,36211
G79602,79602,53810
G79603,79603,38359
G79605,79605,42397
G79606,79606,57102
G79607,79607,43750
G79699,79699,
G79701,79701,52004
G79703,79703,66525
G79705,79705,71416
G79706,79706,65094
G79707,79707,82925
G79713,79713,41250
G79714,79714,70423
G79718,79718,38375
G79719,79719,29792
G79720,79720,48671
G79730,79730,43452
G79731,79731,57500
G79733,79733,44250
G79734,79734,50101
G79735,79735,48425
G79738,79738,75694
G79739,79739,70781
G79741,79741,65938
G79742,79742,37188
G79743,79743,87083
G79744,79744,61250
G79745,79745,54846
G79748,79748,
G79749,79749,67083
G79752,79752,38548
G79754,79754,
G79755,79755,54583
G79756,79756,53160
G79758,79758,76726
G79759,79759,
G79761,79761,50195
G79762,79762,62317
G79763,79763,50586
G79764,79764,51676
G79765,79765,96033
G79766,79766,69594
G79770,79770,
G79772,79772,44348
G79777,79777,51544
G79778,79778,58393
G79780,79780,
G79781,79781,50536
G79782,79782,49348
G79783,79783,115417
G79785,79785,
G79788,79788,52083
G79789,79789,68421
G79821,79821,33217
G79830,79830,37500
G79831,79831,
G79834,79834,51786
G79835,79835,29957
G79836,79836,37024
G79837,79837,21484
G79838,79838,24519
G79839,79839,24219
G79842,79842,44091
G79843,79843,45990
G79845,79845,26746
G79846,79846,
G79847,79847,50333
G79848,79848,31042
G79849,79849,23950
G79851,79851,44583
G79852,79852,30625
G79853,79853,29107
G79854,79854,
G79855,79855,34330
G79901,79901,14019
G79902,79902,31152
G79903,79903,29207
G79904,79904,33198
G79905,79905,21996
G79906,79906,45438
G79907,79907,29663
G79908,79908,61976
G79911,79911,115000
G79912,79912,60256
G79915,79915,29821
G79916,79916,
G79920,79920,
G79922,79922,64353
G79924,79924,40533
G79925,79925,45305
G79927,79927,31791
G79928,79928,50752
G79930,79930,32312
G79932,79932,53186
G79934,79934,65497
G79935,79935,37654
G79936,79936,51784
G79938,79938,54361
G79942,79942,
G80002,80002,48627
G80003,80003,57934
G80004,80004,67824
G80005,80005,84900
G80007,80007,130556
G80010,80010,35205
G80011,80011,40440
G80012,80012,43985
G80013,80013,69855
G80014,80014,50809
G80015,80015,83153
G80016,80016,103449
G80017,80017,51812
G80018,80018,97648
G80019,80019,67019
G80020,80020,80554
G80021,80021,75634
G80022,80022,57318
G80023,80023,109510
G80024,80024,
G80025,80025,135602
G80026,80026,71782
G80027,80027,104131
G80030,80030,43922
G80031,80031,70011
G80033,80033,48195
G80045,80045,
G80101,80101,48214
G80102,80102,67188
G80103,80103,66179
G80104,80104,84273
G80105,80105,53182
G80106,80106,94653
G80107,80107,85351
G80108,80108,123750
G80109,80109,108949
G80110,80110,46046
G80111,80111,96496
G80112,80112,86132
G80113,80113,53684
G80116,80116,107314
G80117,80117,83576
G80118,80118,108977
G80120,80120,61250
G80121,80121,88639
G80122,80122,81723
G80123,80123,73133
G80124,80124,101339
G80125,80125,101531
G80126,80126,112520
G80127,80127,101493
G80128,80128,80816
G80129,80129,104169
G80130,80130,107307
G80131,80131,61042
G80132,80132,110339
G80133,80133,58922
G80134,80134,102806
G80135,80135,103381
G80136,80136,77776
G80137,80137,86696
G80138,80138,102002
G80202,80202,71879
G80203,80203,45965
G80204,80204,32127
G80205,80205,52500
G80206,80206,60556
G80207,80207,62990
G80209,80209,81142
G80210,80210,74418
G80211,80211,60701
G80212,80212,61097
G80214,80214,37653
G80215,80215,60386
G80216,80216,38199
G80218,80218,52809
G80219,80219,39991
G80220,80220,65487
G80221,80221,47878
G80222,80222,49158
G80223,80223,42731
G80224,80224,47690
G80226,80226,53465
G80227,80227,60233
G80228,80228,69278
G80229,80229,51276
G80230,80230,77200
G80231,80231,49760
G80232,80232,60319
G80233,80233,61409
G80234,80234,64110
G80235,80235,53233
G80236,80236,49337
G80237,80237,63933
G80238,80238,129233
G80239,80239,48946
G80241,80241,81929
G80246,80246,42102
G80247,80247,39645
G80249,80249,71882
G80260,80260,42318
G80264,80264,
G80290,80290,
G80293,80293,
G80294,80294,
G80301,80301,71291
G80302,80302,45884
G80303,80303,51080
G80304,80304,83653
G80305,80305,83370
G80310,80310,16250
G80401,80401,74047
G80403,80403,95682
G80419,80419,
G80420,80420,50536
G80421,80421,62829
G80422,80422,69792
G80423,80423,
G80424,80424,73856
G80425,80425,
G80426,80426,35703
G80427,80427,46029
G80428,80428,72639
G80432,80432,
G80433,80433,83164
G80434,80434,48750
G80435,80435,59557
G80436,80436,62333
G80438,80438,38333
G80439,80439,88569
G80440,80440,52476
G80442,80442,72500
G80443,80443,66333
G80444,80444,61188
G80446,80446,63783
G80447,80447,68214
G80448,80448,38372
G80449,80449,33500
G80451,80451,63214
G80452,80452,51366
G80453,80453,72188
G80454,80454,82660
G80455,80455,85804
G80456,80456,54536
G80457,80457,39797
G80459,80459,57875
G80461,80461,45054
G80463,80463,
G80465,80465,88065
G80466,80466,63138
G80467,80467,59539
G80468,80468,53750
G80469,80469,42292
G80470,80470,87083
G80471,80471,
G80473,80473,91250
G80475,80475,
G80476,80476,46250
G80477,80477,
G80478,80478,87581
G80479,80479,
G80480,80480,45169
G80481,80481,123250
G80482,80482,58016
G80483,80483,42321
G80487,80487,68132
G80488,80488,
G80497,80497,49009
G80498,80498,74066
G80501,80501,47418
G80503,80503,81938
G80504,80504,81919
G80510,80510,47095
G80511,80511,
G80512,80512,47197
G80513,80513,71827
G80514,80514,47141
G80515,80515,44718
G80516,80516,110986
G80517,80517,54345
G80520,80520,51646
G80521,80521,38179
G80524,80524,55177
G80525,80525,66114
G80526,80526,57610
G80528,80528,89358
G80530,80530,71797
G80532,80532,
G80534,80534,80136
G80535,80535,60254
G80536,80536,63929
G80537,80537,53364
G80538,80538,61879
G80540,80540,82557
G80542,80542,93029
G80543,80543,69630
G80544,80544,
G80545,80545,45208
G80546,80546,
G80547,80547,81667
G80549,80549,75961
G80550,80550,78762
G80601,80601,62068
G80602,80602,100439
G80603,80603,70676
G80610,80610,57396
G80611,80611,67292
G80612,80612,54907
G80615,80615,67951
G80620,80620,45060
G80621,80621,53150
G80622,80622,47750
G80623,80623,45000
G80624,80624,78125
G80631,80631,36708
G80634,80634,61344
G80640,80640,75988
G80642,80642,76417
G80643,80643,69412
G80644,80644,68102
G80645,80645,55339
G80648,80648,65909
G80649,80649,64107
G80650,80650,60268
G80651,80651,55898
G80652,80652,
G80653,80653,50208
G80654,80654,50102
G80701,80701,49867
G80705,80705,35250
G80720,80720,45760
G80721,80721,
G80722,80722,41944
G80723,80723,46088
G80726,80726,63958
G80727,80727,38375
G80728,80728,48194
G80729,80729,41063
G80731,80731,45595
G80733,80733,62891
G80734,80734,43750
G80735,80735,54167
G80736,80736,52031
G80737,80737,47500
G80740,80740,36250
G80741,80741,48984
G80742,80742,51250
G80743,80743,45795
G80744,80744,31458
G80745,80745,45769
G80746,80746,29083
G80747,80747,59444
G80749,80749,37344
G80750,80750,68523
G80751,80751,40745
G80754,80754,80625
G80755,80755,
G80757,80757,41500
G80758,80758,44856
G80759,80759,41310
G80801,80801,52708
G80802,80802,50000
G80804,80804,30938
G80805,80805,49063
G80807,80807,41724
G80808,80808,53218
G80809,80809,59702
G80810,80810,50833
G80812,80812,41667
G80813,80813,43125
G80814,80814,65503
G80815,80815,35809
G80816,80816,47845
G80817,80817,56680
G80818,80818,46250
G80819,80819,57500
G80820,80820,37389
G80821,80821,40568
G80822,80822,70833
G80823,80823,46250
G80824,80824,46071
G80825,80825,63333
G80827,80827,51188
G80828,80828,38571
G80829,80829,54286
G80830,80830,51953
G80831,80831,80063
G80832,80832,47212
G80833,80833,46806
G80834,80834,26750
G80835,80835,57292
G80836,80836,44545
G80840,80840,65795
G80860,80860,47333
G80861,80861,39063
G80862,80862,96250
G80863,80863,75771
G80864,80864,49157
G80902,80902,44549
G80903,80903,33583
G80904,80904,45052
G80905,80905,36784
G80906,80906,59609
G80907,80907,43547
G80908,80908,101236
G80909,80909,39008
G80910,80910,35236
G80911,80911,56567
G80913,80913,65375
G80914,80914,
G80915,80915,54071
G80916,80916,43489
G80917,80917,50176
G80918,80918,60146
G80919,80919,90577
G80920,80920,88038
G80921,80921,110511
G80922,80922,77348
G80923,80923,80383
G80924,80924,118877
G80925,80925,70665
G80926,80926,59948
G80927,80927,92794
G80928,80928,46667
G80929,80929,53482
G80930,80930,59188
G80938,80938,
G80939,80939,
G80951,80951,77357
G81001,81001,32106
G81003,81003,28424
G81004,81004,30830
G81005,81005,45449
G81006,81006,52145
G81007,81007,65794
G81008,81008,51545
G81019,81019,55505
G81020,81020,40000
G81021,81021,
G81022,81022,44844
G81023,81023,50833
G81024,81024,
G81025,81025,34583
G81027,81027,36500
G81029,81029,40000
G81030,81030,42969
G81033,81033,26719
G81036,81036,37455
G81038,81038,
G81039,81039,39625
G81040,81040,22446
G81041,81041,29038
G81043,81043,
G81044,81044,73125
G81045,81045,45417
G81047,81047,42097
G81049,81049,46964
G81050,81050,31929
G81052,81052,40096
G81054,81054,34233
G81055,81055,40476
G81057,81057,44375
G81058,81058,33684
G81059,81059,52500
G81062,81062,29235
G81063,81063,30938
G81064,81064,48750
G81067,81067,32488
G81069,81069,64617
G81071,81071,39688
G81073,81073,35804
G81076,81076,42500
G81077,81077,35250
G81081,81081,38125
G81082,81082,45000
G81084,81084,33750
G81087,81087,33333
G81089,81089,28814
G81090,81090,40000
G81091,81091,50000
G81092,81092,44688
G81101,81101,32124
G81120,81120,30809
G81121,81121,40893
G81122,81122,66387
G81123,81123,27237
G81124,81124,19250
G81125,81125,34167
G81126,81126,16607
G81128,81128,
G81129,81129,20114
G81130,81130,52875
G81131,81131,33516
G81132,81132,33519
G81133,81133,42647
G81136,81136,26964
G81137,81137,54160
G81138,81138,
G81140,81140,41500
G81141,81141,40893
G81143,81143,27250
G81144,81144,43943
G81146,81146,48571
G81147,81147,46738
G81148,81148,20833
G81149,81149,27179
G81151,81151,51346
G81152,81152,35142
G81154,81154,42500
G81155,81155,
G81201,81201,48140
G81210,81210,36450
G81211,81211,51374
G81212,81212,40596
G81220,81220,79167
G81221,81221,40625
G81222,81222,38393
G81223,81223,34479
G81224,81224,70924
G81225,81225,51458
G81226,81226,39888
G81227,81227,
G81230,81230,43475
G81231,81231,
G81232,81232,
G81233,81233,50326
G81235,81235,56979
G81236,81236,63787
G81237,81237,58021
G81239,81239,
G81240,81240,44554
G81241,81241,56000
G81242,81242,40268
G81243,81243,
G81244,81244,35288
G81248,81248,51779
G81251,81251,54297
G81252,81252,31401
G81253,81253,66250
G81301,81301,58940
G81303,81303,64725
G81320,81320,29500
G81321,81321,42835
G81323,81323,51048
G81324,81324,31447
G81325,81325,
G81326,81326,52857
G81327,81327,44089
G81328,81328,45222
G81330,81330,
G81331,81331,29152
G81332,81332,31458
G81334,81334,28203
G81335,81335,
G81401,81401,41801
G81403,81403,52446
G81410,81410,40441
G81411,81411,
G81413,81413,41755
G81415,81415,69688
G81416,81416,44063
G81418,81418,40807
G81419,81419,38669
G81422,81422,43750
G81423,81423,47109
G81424,81424,41875
G81425,81425,35528
G81426,81426,54583
G81427,81427,66063
G81428,81428,46021
G81429,81429,
G81430,81430,50427
G81431,81431,55172
G81432,81432,60372
G81433,81433,36103
G81434,81434,
G81435,81435,61105
G81501,81501,34788
G81503,81503,42892
G81504,81504,51382
G81505,81505,55167
G81506,81506,54368
G81507,81507,70911
G81520,81520,35969
G81521,81521,55674
G81522,81522,
G81523,81523,69451
G81524,81524,69135
G81525,81525,40104
G81526,81526,62819
G81527,81527,61304
G81601,81601,58134
G81610,81610,47500
G81611,81611,72191
G81612,81612,
G81615,81615,81035
G81620,81620,56620
G81621,81621,69189
G81623,81623,72307
G81624,81624,50515
G81625,81625,51440
G81630,81630,46250
G81631,81631,95409
G81632,81632,74086
G81633,81633,
G81635,81635,63598
G81637,81637,85436
G81638,81638,78250
G81639,81639,60667
G81640,81640,22857
G81641,81641,53841
G81642,81642,39583
G81643,81643,67019
G81645,81645,64079
G81646,81646,
G81647,81647,54074
G81648,81648,68924
G81649,81649,68125
G81650,81650,53661
G81652,81652,51869
G81653,81653,35417
G81654,81654,40046
G81655,81655,
G81656,81656,61429
G81657,81657,67096
G82001,82001,53444
G82005,82005,
G82007,82007,46036
G82009,82009,81059
G82050,82050,43553
G82051,82051,24167
G82052,82052,
G82053,82053,75063
G82054,82054,74506
G82055,82055,
G82058,82058,
G82059,82059,
G82060,82060,83594
G82061,82061,
G82063,82063,210517
G82070,82070,48109
G82072,82072,37649
G82073,82073,
G82081,82081,
G82082,82082,57500
G82083,82083,32917
G82084,82084,
G82190,82190,95175
G82201,82201,35046
G82210,82210,36974
G82212,82212,46389
G82213,82213,39514
G82214,82214,53182
G82215,82215,71250
G82217,82217,27750
G82219,82219,
G82221,82221,29500
G82222,82222,58750
G82223,82223,54688
G82224,82224,
G82225,82225,40057
G82227,82227,32708
G82229,82229,
G82240,82240,41753
G82242,82242,78359
G82243,82243,
G82244,82244,52833
G82301,82301,56538
G82321,82321,69485
G82322,82322,59500
G82323,82323,51563
G82324,82324,62574
G82325,82325,55714
G82327,82327,38750
G82329,82329,43021
G82331,82331,66818
G82332,82332,
G82334,82334,88333
G82335,82335,
G82336,82336,80179
G82401,82401,47878
G82410,82410,58649
G82411,82411,55833
G82412,82412,54500
G82414,82414,56255
G82420,82420,65000
G82421,82421,58750
G82422,82422,
G82423,82423,38750
G82426,82426,47742
G82428,82428,52375
G82430,82430,42500
G82431,82431,51022
G82432,82432,41000
G82433,82433,46188
G82434,82434,68828
G82435,82435,57052
G82440,82440,66154
G82441,82441,76313
G82442,82442,45885
G82443,82443,45000
G82450,82450,
G82501,82501,51203
G82510,82510,45833
G82512,82512,32813
G82513,82513,45486
G82514,82514,45066
G82515,82515,41000
G82516,82516,49444
G82520,82520,57756
G82523,82523,50000
G82601,82601,53266
G82604,82604,62807
G82609,82609,62111
G82620,82620,91321
G82630,82630,
G82633,82633,64620
G82635,82635,55500
G82636,82636,43362
G82637,82637,59088
G82638,82638,
G82639,82639,53345
G82640,82640,
G82642,82642,40278
G82643,82643,56276
G82644,82644,40000
G82646,82646,
G82648,82648,
G82649,82649,46591
G82701,82701,55308
G82710,82710,37469
G82711,82711,
G82712,82712,49348
G82714,82714,57273
G82715,82715,
G82716,82716,69085
G82718,82718,87873
G82720,82720,60139
G82721,82721,72241
G82723,82723,67375
G82725,82725,56696
G82727,82727,97636
G82729,82729,56480
G82730,82730,65417
G82731,82731,
G82732,82732,80588
G82801,82801,54814
G82831,82831,58269
G82832,82832,72273
G82833,82833,
G82834,82834,54844
G82835,82835,52721
G82836,82836,65333
G82837,82837,21250
G82838,82838,56774
G82839,82839,56369
G82842,82842,45561
G82844,82844,
G82845,82845,
G82901,82901,67698
G82922,82922,
G82923,82923,47396
G82925,82925,
G82929,82929,
G82930,82930,52894
G82932,82932,86100
G82933,82933,72727
G82934,82934,34764
G82935,82935,73872
G82936,82936,
G82937,82937,74914
G82938,82938,
G82939,82939,67880
G82941,82941,88320
G82942,82942,60875
G82943,82943,33915
G82944,82944,
G82945,82945,60000
G83001,83001,74942
G83011,83011,
G83012,83012,
G83013,83013,48480
G83014,83014,91250
G83025,83025,
G83101,83101,72778
G83110,83110,61988
G83111,83111,47721
G83112,83112,41705
G83113,83113,82292
G83114,83114,54953
G83115,83115,63068
G83116,83116,69773
G83118,83118,92863
G83119,83119,58611
G83120,83120,71304
G83121,83121,
G83122,83122,52813
G83123,83123,56667
G83124,83124,81250
G83126,83126,79826
G83127,83127,46830
G83128,83128,88719
G83201,83201,41022
G83202,83202,48373
G83203,83203,25833
G83204,83204,43120
G83209,83209,7333
G83210,83210,44375
G83211,83211,44242
G83212,83212,55625
G83213,83213,33958
G83214,83214,42813
G83215,83215,33750
G83217,83217,53542
G83218,83218,29750
G83220,83220,77321
G83221,83221,48668
G83223,83223,46250
G83226,83226,38635
G83227,83227,34410
G83228,83228,38750
G83232,83232,40313
G83233,83233,
G83234,83234,45882
G83235,83235,
G83236,83236,64688
G83237,83237,40733
G83238,83238,46635
G83239,83239,46477
G83241,83241,49938
G83243,83243,62604
G83244,83244,51875
G83245,83245,52404
G83246,83246,52500
G83250,83250,50806
G83251,83251,49148
G83252,83252,41109
G83253,83253,
G83254,83254,43920
G83255,83255,41600
G83261,83261,56875
G83262,83262,63835
G83263,83263,50728
G83271,83271,42554
G83272,83272,50000
G83274,83274,55650
G83276,83276,61842
G83277,83277,63000
G83278,83278,22500
G83281,83281,
G83283,83283,
G83285,83285,43036
G83286,83286,52396
G83287,83287,58500
G83301,83301,43767
G83302,83302,26875
G83311,83311,59375
G83312,83312,40417
G83313,83313,47598
G83314,83314,36125
G83316,83316,37299
G83318,83318,43867
G83320,83320,50000
G83321,83321,41389
G83322,83322,
G83323,83323,58145
G83324,83324,50341
G83325,83325,57344
G83327,83327,43295
G83328,83328,49643
G83330,83330,36824
G83332,83332,36250
G83333,83333,66391
G83334,83334,40417
G83335,83335,39211
G83336,83336,47736
G83337,83337,
G83338,83338,41310
G83340,83340,51641
G83341,83341,50253
G83342,83342,44815
G83344,83344,42500
G83346,83346,49028
G83347,83347,47063
G83348,83348,
G83349,83349,43875
G83350,83350,44305
G83352,83352,41023
G83353,83353,63824
G83354,83354,
G83355,83355,50353
G83401,83401,46411
G83402,83402,45423
G83404,83404,56226
G83406,83406,62952
G83414,83414,61087
G83420,83420,47750
G83421,83421,39375
G83422,83422,49256
G83423,83423,34648
G83424,83424,
G83425,83425,43864
G83427,83427,59464
G83428,83428,45313
G83429,83429,56250
G83431,83431,43786
G83433,83433,
G83434,83434,53438
G83435,83435,46964
G83436,83436,47212
G83440,83440,31537
G83442,83442,53529
G83443,83443,38828
G83444,83444,35132
G83445,83445,46492
G83446,83446,17917
G83448,83448,51875
G83449,83449,46500
G83450,83450,48125
G83451,83451,49875
G83452,83452,70250
G83454,83454,37279
G83455,83455,49650
G83460,83460,
G83462,83462,31667
G83463,83463,30231
G83464,83464,31750
G83465,83465,64167
G83466,83466,81458
G83467,83467,34605
G83468,83468,47917
G83469,83469,
G83501,83501,47839
G83520,83520,34632
G83522,83522,47042
G83523,83523,42813
G83524,83524,50625
G83525,83525,27930
G83526,83526,50972
G83530,83530,39121
G83533,83533,37292
G83535,83535,53269
G83536,83536,33350
G83537,83537,50278
G83539,83539,38922
G83540,83540,45167
G83541,83541,39125
G83542,83542,45227
G83543,83543,46023
G83544,83544,40262
G83545,83545,51250
G83546,83546,37500
G83547,83547,
G83548,83548,46250
G83549,83549,37879
G83552,83552,37083
G83553,83553,37819
G83554,83554,36518
G83555,83555,37841
G83601,83601,36042
G83602,83602,
G83604,83604,32330
G83605,83605,39289
G83607,83607,47541
G83610,83610,31630
G83611,83611,45347
G83612,83612,39572
G83615,83615,42321
G83616,83616,81369
G83617,83617,39468
G83619,83619,50529
G83622,83622,42857
G83623,83623,29345
G83624,83624,41964
G83626,83626,44236
G83627,83627,43250
G83628,83628,36641
G83629,83629,41875
G83631,83631,29405
G83632,83632,42250
G83633,83633,39271
G83634,83634,61975
G83636,83636,
G83637,83637,40568
G83638,83638,50108
G83639,83639,32500
G83641,83641,39300
G83642,83642,62643
G83643,83643,26094
G83644,83644,48316
G83645,83645,38203
G83646,83646,63743
G83647,83647,46789
G83648,83648,37574
G83650,83650,38036
G83651,83651,36648
G83654,83654,38917
G83655,83655,38194
G83656,83656,47574
G83657,83657,46550
G83660,83660,40410
G83661,83661,42794
G83666,83666,68500
G83669,83669,60780
G83670,83670,49441
G83671,83671,
G83672,83672,34574
G83676,83676,42476
G83677,83677,52578
G83686,83686,44978
G83687,83687,46318
G83702,83702,49208
G83703,83703,48516
G83704,83704,44923
G83705,83705,35166
G83706,83706,44395
G83709,83709,66379
G83712,83712,66402
G83713,83713,60110
G83714,83714,46519
G83716,83716,83479
G83801,83801,48359
G83802,83802,67500
G83803,83803,45313
G83804,83804,56510
G83805,83805,40849
G83806,83806,35833
G83808,83808,35000
G83809,83809,53776
G83810,83810,49158
G83811,83811,25417
G83812,83812,25750
G83813,83813,59405
G83814,83814,45453
G83815,83815,47003
G83821,83821,58828
G83822,83822,42417
G83823,83823,49519
G83824,83824,33036
G83825,83825,66667
G83826,83826,
G83827,83827,23906
G83830,83830,32500
G83832,83832,60625
G83833,83833,54583
G83834,83834,58882
G83835,83835,58672
G83836,83836,45580
G83837,83837,40083
G83839,83839,39264
G83840,83840,36591
G83841,83841,35625
G83842,83842,
G83843,83843,37590
G83844,83844,
G83845,83845,31250
G83846,83846,42143
G83847,83847,32875
G83848,83848,31094
